python,excel,hadoop,spark,aws,tableau,big_data,Company Age,Rating_Scaled,Salary_Estimate_Min_Scaled,Salary_Estimate_Max_Scaled,Founded_Normalized,Size_Min_Normalized,Size_Max_Normalized,Revenue_Min_Normalized,Revenue_Max_Normalized,Job_Title_encoded,Salary_Estimate_encoded,Job_Description_encoded,Company_Name_encoded,Location_encoded,Headquarters_encoded,Size_encoded,Type_of_ownership_encoded,Industry_encoded,Sector_encoded,Revenue_encoded,second_part_encoded,Salary_Estimate_Adjusted_encoded,Size_Adjusted_encoded,Revenue_Adjusted_encoded,Rating_Discretized_encoded,Job_Title_Adjusted_encoded
1,0,0,0,0,1,0,50.0,-0.9772909967845658,1.069767441860465,0.8260869565217391,-1.0255788809718496,-0.16138828636805472,-0.2926697430029973,2.0497975206655346,1.8581598184932973,41,7,348,273,56,144,3,1,7,13,0,4,7,3,0,2,4
1,0,0,0,1,0,0,37.0,-0.6022909967845659,1.069767441860465,0.8260869565217391,-0.5809449096973632,0.5105920190080067,0.9613414204506701,-0.009681047683446194,-0.014398756750137484,49,7,343,235,94,160,2,1,11,4,4,9,7,2,4,2,5
1,0,1,1,0,1,0,26.0,0.6477090032154349,1.069767441860465,0.8260869565217391,-0.08510616381276483,-1.7366447385630226,-1.5720775730416594,-0.009681047683446194,-0.014398756750137484,85,7,332,163,94,128,0,1,20,9,4,9,7,0,4,3,5
1,0,0,0,0,0,0,8.0,0.27270900321543395,1.069767441860465,0.8260869565217391,1.0513327830641106,-0.6765615067935075,-0.7999597739456867,-0.009681047683446194,-0.014398756750137484,52,7,446,407,73,215,6,1,31,11,4,9,7,6,4,3,5
1,0,0,0,0,0,0,78.0,-0.47729099678456577,1.069767441860465,0.8260869565217391,-1.627970545663664,0.5105920190080067,0.9613414204506701,-0.009681047683446194,1.8372815249332315,49,7,254,59,51,131,2,1,7,13,10,0,7,2,10,2,5
0,1,0,0,0,0,0,35.0,0.3977090032154347,1.069767441860465,0.8260869565217391,-0.4998802157554507,1.2625023047102046,1.3324585631576666,2.0754451967871415,1.8985132378437408,30,7,410,190,69,205,4,2,17,11,7,1,7,4,7,3,1
0,0,0,0,0,0,0,6.0,-0.47729099678456577,1.069767441860465,0.8260869565217391,1.208866990002406,1.2625023047102046,1.3324585631576666,-0.009681047683446194,-0.014398756750137484,109,7,369,387,95,164,4,6,24,10,4,9,7,4,4,2,10
0,0,0,0,0,0,0,8.0,-0.8522909967845657,1.069767441860465,0.8260869565217391,1.0513327830641106,-0.6765615067935075,-0.7999597739456867,-0.009681047683446194,-0.014398756750137484,49,7,381,393,55,177,6,1,9,11,4,9,7,6,4,2,5
1,0,1,1,0,0,0,12.0,0.5227090032154342,1.069767441860465,0.8260869565217391,0.756986317316831,-0.6765615067935075,-0.7999597739456867,-0.009681047683446194,-0.014398756750137484,72,7,358,307,55,141,6,1,31,11,4,9,7,6,4,3,5
0,0,0,0,0,0,0,56.0,-0.47729099678456577,1.069767441860465,0.8260869565217391,-1.1896947143506815,0.5105920190080067,0.9613414204506701,-0.009681047683446194,-0.014398756750137484,90,7,178,133,67,132,2,2,11,4,4,9,7,2,4,2,10
0,0,0,0,0,0,0,163.0,-0.47729099678456577,1.069767441860465,0.8260869565217391,-2.1818119639206954,1.2625023047102046,1.3324585631576666,2.0754451967871415,1.8985132378437408,15,7,353,161,4,141,4,1,30,12,7,1,7,4,7,2,0
0,0,0,0,0,0,0,31.0,-0.6022909967845659,1.069767441860465,0.8260869565217391,-0.3260928005955757,-0.6765615067935075,-0.7999597739456867,-1.1620800910808233,-1.2676470444971524,49,7,471,352,18,46,6,1,1,4,2,5,7,6,2,2,5
1,0,0,0,0,0,0,20.0,1.022709003215435,1.069767441860465,0.8260869565217391,0.243075724610346,-0.6765615067935075,-0.7999597739456867,-0.6556729386873333,-0.9275663094832906,49,7,192,279,7,10,6,1,9,11,6,8,7,6,6,3,5
1,1,1,1,1,1,0,27.0,0.3977090032154347,1.069767441860465,0.8260869565217391,-0.13554411990882287,-0.6765615067935075,-0.7999597739456867,-0.009681047683446194,-0.014398756750137484,56,7,261,215,61,149,6,1,32,8,4,9,7,6,4,3,5
1,0,1,1,0,0,0,72.0,-0.10229099678456591,1.069767441860465,0.8260869565217391,-1.5299046910341545,0.5105920190080067,0.9613414204506701,-0.009681047683446194,-0.014398756750137484,70,7,285,227,46,112,2,6,2,1,4,9,7,2,4,2,5
1,0,0,0,0,1,0,18.0,0.7727090032154346,1.069767441860465,0.8260869565217391,0.362883250565529,-0.6765615067935075,-0.7999597739456867,-0.6556729386873333,-0.9275663094832906,49,7,280,210,50,70,6,1,20,9,6,8,7,6,6,3,5
0,0,0,1,0,0,0,8.0,-1.3522909967845662,1.069767441860465,0.8260869565217391,1.0513327830641106,-0.6765615067935075,-0.7999597739456867,-0.009681047683446194,-0.014398756750137484,49,7,154,140,76,177,6,1,17,11,4,9,7,6,4,1,5
1,0,0,0,1,0,0,42.0,-0.10229099678456591,-0.37209302325581395,-0.043478260869565216,-0.7679536558907842,0.5105920190080067,0.9613414204506701,-0.009681047683446194,-0.014398756750137484,49,17,317,26,13,27,2,8,11,4,4,9,17,2,4,2,5
1,0,0,0,0,0,0,27.0,0.022709003215434235,-0.37209302325581395,-0.043478260869565216,-0.13554411990882287,1.6125628160672922,1.3324585631576666,-0.009681047683446194,-0.014398756750137484,62,17,356,266,16,17,1,2,5,3,3,10,17,1,3,2,5
0,0,0,0,0,0,0,4.0,1.3977090032154347,-0.37209302325581395,-0.043478260869565216,1.3737292346683114,-1.7366447385630226,-1.5720775730416594,-0.009681047683446194,-0.014398756750137484,49,17,83,84,13,27,0,1,27,11,4,9,17,0,4,3,5
0,0,0,0,0,0,0,98.0,1.1477090032154345,-0.37209302325581395,-0.043478260869565216,-1.870447493472459,0.5105920190080067,0.9613414204506701,2.0497975206655346,1.8581598184932973,147,17,33,7,79,193,2,1,30,12,0,4,17,2,0,3,11
0,0,0,0,1,0,0,15.0,-0.3522909967845656,-0.37209302325581395,-0.043478260869565216,0.5531877519419706,-0.16138828636805472,-0.2926697430029973,-0.31381161336992713,-0.6184112123992082,34,17,80,80,91,192,3,1,17,11,9,3,17,3,9,2,3
0,1,1,1,0,0,0,24.0,-0.727290996784566,-0.37209302325581395,-0.043478260869565216,0.019310932515434982,0.5105920190080067,0.9613414204506701,2.061825996922973,1.8824089170959277,10,17,357,306,13,20,2,1,53,16,5,6,17,2,5,2,5
0,1,0,0,0,1,0,45.0,-1.4772909967845658,-0.37209302325581395,-0.043478260869565216,-0.8702033842063394,0.5105920190080067,0.9613414204506701,-0.31381161336992713,-0.6184112123992082,14,17,407,333,47,113,2,1,17,11,9,3,17,2,9,1,0
1,0,0,0,1,0,0,23.0,-1.4772909967845658,-0.37209302325581395,-0.043478260869565216,0.07334387229236966,0.21164650619442762,0.08815978331154549,-0.009681047683446194,-0.014398756750137484,49,17,266,1,63,141,5,1,24,10,4,9,17,5,4,1,5
1,0,1,1,1,0,0,23.0,-2.102290996784566,-0.37209302325581395,-0.043478260869565216,0.07334387229236966,-1.7366447385630226,-1.5720775730416594,-2.4521402754179737,-2.148883082853397,49,17,262,157,18,41,0,1,17,11,1,7,17,0,1,1,5
1,0,0,0,0,1,0,57.0,-0.6022909967845659,-0.37209302325581395,-0.043478260869565216,-1.2148860963376302,0.21164650619442762,0.08815978331154549,-0.009681047683446194,-0.014398756750137484,133,17,62,120,76,186,5,1,31,11,4,9,17,5,4,2,11
1,1,0,0,0,0,0,50.0,-0.9772909967845658,-0.37209302325581395,-0.043478260869565216,-1.0255788809718496,0.21164650619442762,0.08815978331154549,-0.009681047683446194,-0.014398756750137484,27,17,102,65,13,27,5,1,32,8,4,9,17,5,4,2,1
1,0,0,1,1,0,0,111.0,-0.6022909967845659,-0.37209302325581395,-0.043478260869565216,-1.9763211065759425,1.6125628160672922,1.3324585631576666,-0.009681047683446194,-0.014398756750137484,101,17,458,220,70,27,1,1,30,12,3,10,17,1,3,2,7
0,0,0,0,0,0,0,65.0,-1.602290996784566,-0.37209302325581395,-0.043478260869565216,-1.396575225892912,0.5105920190080067,0.9613414204506701,-0.009681047683446194,-0.014398756750137484,29,17,473,73,28,67,2,1,5,11,4,9,17,2,4,1,1
0,0,0,0,0,0,0,4.0,1.3977090032154347,-0.37209302325581395,-0.043478260869565216,1.3737292346683114,-0.6765615067935075,-0.7999597739456867,-0.009681047683446194,-0.014398756750137484,130,17,49,33,82,198,6,1,5,3,4,9,17,6,4,3,10
1,0,0,0,0,0,0,10.0,0.3977090032154347,-0.37209302325581395,-0.043478260869565216,0.900807676340015,-0.6765615067935075,-0.7999597739456867,-1.1620800910808233,-1.2676470444971524,49,17,414,126,65,151,6,1,17,11,2,5,17,6,2,3,5
1,0,0,0,0,0,0,174.0,0.27270900321543395,-0.37209302325581395,-0.043478260869565216,-2.200700592971334,1.6125628160672922,1.3324585631576666,-0.009681047683446194,-0.014398756750137484,23,17,384,292,16,141,1,2,5,3,3,10,17,1,3,3,7
0,0,0,0,0,0,0,11.0,1.1477090032154345,-0.37209302325581395,-0.043478260869565216,0.8280775978705571,-0.16138828636805472,-0.2926697430029973,-0.009681047683446194,-0.014398756750137484,140,17,282,211,13,27,3,1,9,11,4,9,17,3,4,3,11
1,1,0,0,0,0,0,23.0,-0.727290996784566,-0.37209302325581395,-0.043478260869565216,0.07334387229236966,0.21164650619442762,0.08815978331154549,-0.009681047683446194,-0.014398756750137484,49,17,200,191,10,20,5,1,32,8,4,9,17,5,4,2,5
1,0,0,0,0,1,0,7.0,-0.2272909967845655,-0.37209302325581395,-0.043478260869565216,1.1292041406050182,0.5105920190080067,0.9613414204506701,-0.009681047683446194,-0.014398756750137484,49,17,453,155,76,195,2,4,20,9,4,9,17,2,4,2,5
1,1,0,0,0,1,0,24.0,0.5227090032154342,-0.37209302325581395,-0.043478260869565216,0.019310932515434982,-0.16138828636805472,-0.2926697430029973,-0.009681047683446194,-0.014398756750137484,49,17,87,311,16,32,3,1,17,11,4,9,17,3,4,3,5
1,0,0,0,0,1,0,9.0,1.1477090032154345,-0.37209302325581395,-0.043478260869565216,0.9752134883580089,-1.7366447385630226,-1.5720775730416594,-1.1620800910808233,-1.2676470444971524,27,17,361,153,76,177,0,1,1,4,2,5,17,0,2,3,1
1,0,0,1,0,0,0,242.0,-0.2272909967845655,-0.37209302325581395,-0.043478260869565216,-2.2494720632691805,1.6125628160672922,1.3324585631576666,-0.009681047683446194,-0.014398756750137484,49,17,77,371,16,145,1,2,5,3,3,10,17,1,3,2,5
1,0,0,1,0,0,0,11.0,0.14770900321543437,-0.37209302325581395,-0.043478260869565216,0.8280775978705571,0.21164650619442762,0.08815978331154549,-0.009681047683446194,-0.014398756750137484,49,17,16,258,76,184,5,1,17,11,4,9,17,5,4,2,5
0,0,0,0,0,0,0,20.0,1.1477090032154345,-0.37209302325581395,-0.043478260869565216,0.243075724610346,-0.6765615067935075,-0.7999597739456867,-1.1620800910808233,-1.2676470444971524,97,17,276,184,73,213,6,1,27,11,2,5,17,6,2,3,3
0,1,0,0,0,0,0,24.0,-0.47729099678456577,-0.37209302325581395,-0.043478260869565216,0.019310932515434982,-0.6765615067935075,-0.7999597739456867,-0.009681047683446194,-0.014398756750137484,79,17,459,427,55,139,6,1,17,11,4,9,17,6,4,2,1
0,0,0,0,0,1,0,97.0,-0.2272909967845655,-0.37209302325581395,-0.043478260869565216,-1.86086068847369,1.2625023047102046,1.3324585631576666,-0.009681047683446194,-0.014398756750137484,32,17,38,359,1,0,4,6,24,10,4,9,17,4,4,2,3
1,0,0,0,0,0,0,11.0,-0.47729099678456577,-0.37209302325581395,-0.043478260869565216,0.8280775978705571,-0.16138828636805472,-0.2926697430029973,-2.4521402754179737,-2.148883082853397,140,17,68,45,76,171,3,1,5,3,1,7,17,3,1,2,11
1,0,0,0,0,0,0,17.0,0.27270900321543395,-0.37209302325581395,-0.043478260869565216,0.4248739513300698,0.5105920190080067,0.9613414204506701,2.061825996922973,1.8824089170959277,118,17,477,397,76,177,2,2,31,11,5,6,17,2,5,3,5
1,0,0,1,0,0,0,12.0,-0.8522909967845657,-0.37209302325581395,-0.043478260869565216,0.756986317316831,0.5105920190080067,0.9613414204506701,-0.009681047683446194,-0.014398756750137484,49,17,476,298,76,177,2,1,18,20,4,9,17,2,4,2,5
1,0,0,0,0,0,0,29.0,0.7727090032154346,-0.37209302325581395,-0.043478260869565216,-0.2330089936801344,-0.16138828636805472,-0.2926697430029973,-0.6556729386873333,-0.9275663094832906,54,17,195,125,76,171,3,1,45,4,6,8,17,3,6,3,5
0,1,0,0,0,0,0,160.0,-0.10229099678456591,-0.37209302325581395,-0.043478260869565216,-2.175706187490624,1.6125628160672922,1.3324585631576666,-0.009681047683446194,-0.014398756750137484,27,17,22,361,30,227,1,2,29,12,3,10,17,1,3,2,1
1,0,0,0,0,0,0,13.0,0.7727090032154346,-0.37209302325581395,-0.043478260869565216,0.6874976954125797,-0.16138828636805472,-0.2926697430029973,-0.009681047683446194,-0.014398756750137484,101,17,419,362,97,223,3,1,2,1,4,9,17,3,4,3,7
1,0,0,0,0,0,0,33.0,-0.47729099678456577,-0.27906976744186046,-0.043478260869565216,-0.4149883676522254,0.5105920190080067,0.9613414204506701,2.0497975206655346,1.8581598184932973,49,19,182,426,10,19,2,2,12,18,0,4,19,2,0,2,5
1,0,1,1,0,0,0,13.0,0.3977090032154347,-0.27906976744186046,-0.043478260869565216,0.6874976954125797,-0.6765615067935075,-0.7999597739456867,-0.009681047683446194,-0.014398756750137484,49,19,30,165,76,183,6,1,9,11,4,9,19,6,4,3,5
0,1,0,0,0,1,0,37.0,-0.10229099678456591,-0.27906976744186046,-0.043478260869565216,-0.5809449096973632,-0.16138828636805472,-0.2926697430029973,-0.009681047683446194,-0.014398756750137484,87,19,163,112,16,37,3,10,13,13,4,9,19,3,4,2,1
1,0,0,0,0,0,0,28.0,-0.2272909967845655,-0.27906976744186046,-0.043478260869565216,-0.18483657617052432,0.5105920190080067,0.9613414204506701,-0.009681047683446194,-0.014398756750137484,34,19,351,44,21,55,2,1,32,8,4,9,19,2,4,2,3
1,0,0,0,0,1,0,11.0,-0.2272909967845655,-0.27906976744186046,-0.043478260869565216,0.8280775978705571,0.21164650619442762,0.08815978331154549,-0.009681047683446194,-0.014398756750137484,49,19,52,411,55,141,5,1,31,11,4,9,19,5,4,2,5
1,0,0,0,0,1,0,17.0,0.14770900321543437,-0.27906976744186046,-0.043478260869565216,0.4248739513300698,0.5105920190080067,0.9613414204506701,-0.31381161336992713,-0.6184112123992082,49,19,53,159,76,181,2,1,17,11,9,3,19,2,9,2,5
1,0,0,0,1,0,0,8.0,-0.727290996784566,-0.27906976744186046,-0.043478260869565216,1.0513327830641106,0.21164650619442762,0.08815978331154549,-0.009681047683446194,-0.014398756750137484,26,19,328,376,18,46,5,1,5,3,4,9,19,5,4,2,7
1,0,0,1,0,0,0,11.0,-1.727290996784566,-0.27906976744186046,-0.043478260869565216,0.8280775978705571,-1.7366447385630226,-1.5720775730416594,-0.009681047683446194,-0.014398756750137484,55,19,171,70,14,29,0,1,5,3,4,9,19,0,4,1,5
1,0,1,1,1,0,0,17.0,0.3977090032154347,-0.27906976744186046,-0.043478260869565216,0.4248739513300698,-0.6765615067935075,-0.7999597739456867,-0.6556729386873333,-0.9275663094832906,36,19,187,185,96,222,6,2,1,4,6,8,19,6,6,3,3
1,0,0,0,1,0,0,8.0,-0.727290996784566,-0.27906976744186046,-0.043478260869565216,1.0513327830641106,0.21164650619442762,0.08815978331154549,-0.009681047683446194,-0.014398756750137484,67,19,327,376,73,46,5,1,5,3,4,9,19,5,4,2,5
1,0,1,1,1,0,0,41.0,0.14770900321543437,-0.27906976744186046,-0.043478260869565216,-0.7322613132335563,1.2625023047102046,1.3324585631576666,2.061825996922973,1.8824089170959277,114,19,252,35,76,180,4,2,9,11,5,6,19,4,5,2,5
0,1,0,0,0,1,0,98.0,-0.2272909967845655,-0.27906976744186046,-0.043478260869565216,-1.870447493472459,1.6125628160672922,1.3324585631576666,-0.009681047683446194,-0.014398756750137484,13,19,137,72,66,60,1,2,28,13,3,10,19,1,3,2,1
0,0,0,0,0,0,0,49.0,1.2727090032154351,-0.27906976744186046,-0.043478260869565216,-0.9959297158777249,-0.16138828636805472,-0.2926697430029973,-0.009681047683446194,-0.014398756750137484,120,19,304,259,40,98,3,1,5,3,4,9,19,3,4,3,10
1,1,0,0,0,1,0,22.0,-0.6022909967845659,-0.27906976744186046,-0.043478260869565216,0.1286299363226591,0.5105920190080067,0.9613414204506701,-0.009681047683446194,-0.014398756750137484,27,19,55,21,16,35,2,10,29,12,4,9,19,2,4,2,1
1,1,0,0,0,0,0,30.0,-0.9772909967845658,-0.27906976744186046,-0.043478260869565216,-0.28008627993101426,0.5105920190080067,0.9613414204506701,-0.009681047683446194,-0.014398756750137484,39,19,133,170,55,141,2,6,30,12,4,9,19,2,4,2,3
1,0,0,0,0,0,0,4.0,-0.47729099678456577,-0.27906976744186046,-0.043478260869565216,1.3737292346683114,0.5105920190080067,0.9613414204506701,-0.009681047683446194,-0.014398756750137484,49,19,469,380,94,45,2,1,31,11,4,9,19,2,4,2,5
1,0,0,0,0,0,0,38.0,-1.227290996784566,-0.27906976744186046,-0.043478260869565216,-0.6200951577215318,-0.16138828636805472,-0.2926697430029973,-0.009681047683446194,-0.014398756750137484,49,19,188,178,55,87,3,1,30,12,4,9,19,3,4,1,5
1,0,0,0,0,0,0,20.0,-0.727290996784566,-0.27906976744186046,-0.043478260869565216,0.243075724610346,-0.16138828636805472,-0.2926697430029973,-0.009681047683446194,-0.014398756750137484,63,19,36,25,27,66,3,2,5,3,4,9,19,3,4,2,5
0,0,0,0,0,0,0,110.0,0.14770900321543437,-0.27906976744186046,-0.043478260869565216,-1.9692940964911667,1.6125628160672922,1.3324585631576666,-0.009681047683446194,-0.014398756750137484,123,19,434,34,32,33,1,2,5,3,3,10,19,1,3,2,5
0,0,0,0,0,0,0,22.0,-0.3522909967845656,-0.27906976744186046,-0.043478260869565216,0.1286299363226591,-0.6765615067935075,-0.7999597739456867,-0.6556729386873333,-0.9275663094832906,49,19,418,299,94,169,6,1,27,11,6,8,19,6,6,2,5
0,0,1,1,1,0,0,27.0,1.022709003215435,-0.27906976744186046,-0.043478260869565216,-0.13554411990882287,-0.6765615067935075,-0.7999597739456867,-0.6556729386873333,-0.9275663094832906,34,19,202,271,76,134,6,1,11,4,6,8,19,6,6,3,3
1,0,1,1,1,0,0,7.0,1.2727090032154351,-0.27906976744186046,-0.043478260869565216,1.1292041406050182,-1.7366447385630226,-1.5720775730416594,-0.009681047683446194,-0.014398756750137484,53,19,89,381,48,46,0,1,45,4,4,9,19,0,4,3,5
1,0,0,0,1,0,0,24.0,0.5227090032154342,-0.27906976744186046,-0.043478260869565216,0.019310932515434982,-0.6765615067935075,-0.7999597739456867,-0.6556729386873333,-0.9275663094832906,49,19,286,223,8,13,6,1,9,11,6,8,19,6,6,3,5
1,0,0,0,0,0,0,13.0,0.14770900321543437,-0.27906976744186046,-0.043478260869565216,0.6874976954125797,0.5105920190080067,0.9613414204506701,-0.009681047683446194,-0.014398756750137484,47,19,72,358,76,177,2,1,31,11,4,9,19,2,4,2,5
0,0,0,0,0,0,0,52.0,-1.602290996784566,-0.27906976744186046,-0.043478260869565216,-1.0828491677159438,0.21164650619442762,0.08815978331154549,-0.009681047683446194,-0.014398756750137484,27,19,466,89,98,226,5,6,24,10,4,9,19,5,4,1,1
1,0,0,0,1,0,0,20.0,0.7727090032154346,-0.27906976744186046,-0.043478260869565216,0.243075724610346,-0.6765615067935075,-0.7999597739456867,-1.1620800910808233,-1.2676470444971524,61,19,157,142,76,185,6,1,9,11,2,5,19,6,2,3,5
1,0,0,0,0,0,0,11.0,1.1477090032154345,-0.27906976744186046,-0.043478260869565216,0.8280775978705571,-0.16138828636805472,-0.2926697430029973,-0.009681047683446194,-0.014398756750137484,101,19,461,211,13,27,3,1,9,11,4,9,19,3,4,3,7
1,0,0,0,1,0,0,112.0,0.022709003215434235,-0.27906976744186046,-0.043478260869565216,-1.9831816017997965,1.6125628160672922,1.3324585631576666,-0.009681047683446194,-0.014398756750137484,49,19,66,233,91,129,1,1,22,13,3,10,19,1,3,2,5
1,0,0,0,0,0,0,110.0,0.14770900321543437,-0.27906976744186046,-0.043478260869565216,-1.9692940964911667,1.6125628160672922,1.3324585631576666,-0.009681047683446194,-0.014398756750137484,112,19,143,34,32,33,1,2,5,3,3,10,19,1,3,2,5
1,0,1,1,1,0,0,24.0,0.6477090032154349,-0.27906976744186046,-0.043478260869565216,0.019310932515434982,-0.6765615067935075,-0.7999597739456867,-1.5729695426018113,-1.7591915334741144,101,19,294,269,83,129,6,1,27,11,8,2,19,6,8,3,7
1,0,1,1,0,1,0,55.0,0.3977090032154347,-0.27906976744186046,-0.043478260869565216,-1.1639091861741893,1.2625023047102046,1.3324585631576666,2.0497975206655346,1.8581598184932973,140,19,390,231,2,88,4,2,42,4,0,4,19,4,0,3,11
1,0,0,0,0,0,0,26.0,-0.3522909967845656,-0.27906976744186046,-0.043478260869565216,-0.08510616381276483,-0.16138828636805472,-0.2926697430029973,-0.009681047683446194,-0.014398756750137484,0,19,426,241,92,197,3,1,4,8,4,9,19,3,4,2,11
1,0,0,0,1,0,0,37.0,-0.6022909967845659,0.18604651162790697,-0.021739130434782608,-0.5809449096973632,0.5105920190080067,0.9613414204506701,-0.009681047683446194,-0.014398756750137484,49,29,343,235,94,160,2,1,11,4,4,9,29,2,4,2,5
0,0,0,0,0,0,0,40.0,0.6477090032154349,0.18604651162790697,-0.021739130434782608,-0.6957335977888723,1.2625023047102046,1.3324585631576666,2.061825996922973,1.8824089170959277,164,29,185,194,76,136,4,2,9,11,5,6,29,4,5,3,5
1,0,0,1,0,0,0,8.0,-0.47729099678456577,0.18604651162790697,-0.021739130434782608,1.0513327830641106,-0.6765615067935075,-0.7999597739456867,-1.1620800910808233,-1.2676470444971524,32,29,312,308,73,166,6,1,17,11,2,5,29,6,2,2,3
1,0,0,0,0,0,0,112.0,0.022709003215434235,0.18604651162790697,-0.021739130434782608,-1.9831816017997965,1.6125628160672922,1.3324585631576666,-0.009681047683446194,-0.014398756750137484,68,29,67,233,55,129,1,1,22,13,3,10,29,1,3,2,5
0,0,0,0,0,0,0,14.0,-0.10229099678456591,0.18604651162790697,-0.021739130434782608,0.6195763724707549,-0.6765615067935075,-0.7999597739456867,-1.1620800910808233,-1.2676470444971524,140,29,28,162,24,61,6,1,1,4,2,5,29,6,2,2,11
0,0,0,0,0,1,0,64.0,-0.47729099678456577,0.18604651162790697,-0.021739130434782608,-1.3756787064139469,0.5105920190080067,0.9613414204506701,-0.009681047683446194,-0.014398756750137484,9,29,40,193,94,215,2,7,4,8,3,10,29,2,3,2,5
1,0,0,0,0,0,0,10.0,1.2727090032154351,0.18604651162790697,-0.021739130434782608,0.900807676340015,-1.7366447385630226,-1.5720775730416594,-0.009681047683446194,-0.014398756750137484,49,29,190,38,55,92,0,1,17,11,11,10,29,0,11,3,5
1,0,1,1,1,0,0,16.0,0.6477090032154349,0.18604651162790697,-0.021739130434782608,0.48829798431179716,-1.7366447385630226,-1.5720775730416594,-0.009681047683446194,-0.014398756750137484,101,29,293,356,8,11,0,1,2,1,4,9,29,0,4,3,7
1,0,0,0,0,0,0,11.0,0.27270900321543395,0.18604651162790697,-0.021739130434782608,0.8280775978705571,-0.6765615067935075,-0.7999597739456867,-0.009681047683446194,-0.014398756750137484,88,29,149,127,76,179,6,1,31,11,4,9,29,6,4,3,5
1,0,1,1,0,0,0,41.0,0.14770900321543437,0.18604651162790697,-0.021739130434782608,-0.7322613132335563,1.2625023047102046,1.3324585631576666,2.061825996922973,1.8824089170959277,140,29,253,35,76,180,4,2,9,11,5,6,29,4,5,2,11
